ID_CLIENT,CLERK_TYPE,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,EDUCATION_LEVEL,STATE_OF_BIRTH,CITY_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,RESIDENCIAL_CITY,RESIDENCIAL_BOROUGH,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOBILE_PHONE,FLAG_EMAIL,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,PROFESSIONAL_CITY,PROFESSIONAL_BOROUGH,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,MATE_PROFESSION_CODE,EDUCATION_LEVEL,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,RESIDENCIAL_ZIP_3,PROFESSIONAL_ZIP_3,TARGET_LABEL_BAD=1
13345,C,10,Web,0,1,F,2,0,0,PE,RECIFE,1,PE,LIMOEIRO,NOSSA S FATIMA,Y,97,1,1,N,1,1000,0,0,1,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,25,557,557,1
13346,C,10,0,0,1,M,2,0,0,PE,AGRESTINA,1,PE,CARUARU,COHABIII,Y,97,1,8,N,0,600,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,2,0,0,0,0,0,0,7,N,50,550,550,0
13347,C,5,Web,0,1,M,2,0,0,CE,JARDIM,1,CE,FORTALEZA,ALDEOTA,Y,107,1,10,N,1,350,0,0,0,0,0,0,0,0,0,0,Y,CE,FORTALEZA,DIONISIO TORRES,Y,107,0,17,5,NULL,NULL,0,0,0,0,1,N,27,601,601,0
13348,C,20,0,0,1,F,1,0,0,MG,PASSA QUATRO,1,MG,PASSA QUATRO,SAO FRANCISCO,Y,33,0,0,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,2,N,30,374,374,1
13349,C,15,Web,0,1,F,1,0,0,CE,FORTIM,1,CE,FORTIM,GURGURI,N, ,1,10,N,1,261.99,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,2,N,66,628,628,1
13350,C,10,0,0,1,F,1,1,0,GO,ARACATIS,1,PA,PARAUAPEBAS,DA PAZ,Y,120,5,9,N,0,538,0,0,0,0,0,0,1,1,0,1,Y,PA,PARAUAPEBAS,RIO VERDE,N, ,0,9,2,0,0,0,0,0,0,1,N,21,685,685,0
13351,C,10,Carga,0,1,F,1,0,0,MG,betim,1,MG,BETIM,LARANJEIRAS,Y,29,1,1,N,1,368,0,0,0,0,0,0,0,0,0,0,Y,MG,BETIM,LARANJEIRAS,Y,29,0,9,2,11,NULL,0,0,0,0,2,N,25,326,326,0
13352,C,10,Web,0,1,F,1,1,0,MA,SAO LUIS,1,MA,SAO LUIS,SAO RAIMUNDO,Y,125,1,29,N,1,1360,547.75,1,1,0,0,0,0,0,0,0,Y,MA,SAO LUIS,MONTE CASTELO,Y,125,0,9,2,NULL,NULL,0,0,0,0,1,N,42,650,650,0
13353,C,10,0,0,1,M,2,2,0,CE,INDEPENDENCIA,1,PA,PARAUAPEBAS,DA PAZ,Y,120,2,1,N,0,947,0,0,0,0,0,0,1,1,0,1,Y,PA,PARAUAPEBAS,CIDADE NOVA,N, ,0,9,2,0,0,0,0,0,0,1,N,41,685,685,0
13354,C,10,Web,0,1,F,1,0,0,PA,GOIANESIA,1,PA,Goianesia do Para,SAO LUIZ,N, ,NULL,NULL,N,1,484,0,0,0,0,0,0,0,0,0,0,Y,PA,Goianesia do Para,CENTRO,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,32,686,686,0
13355,C,10,0,0,1,F,2,2,0,PR,Guarapuava,1,PR,Guarapuava,Jardim das Americas,Y,41,1,12,N,0,460,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,12,2,0,0,0,0,0,0,1,N,39,850,850,0
13356,C,10,Web,0,1,F,2,1,0,BA,ITABUNA,1,BA,ITABUNA,CONCEICAO,Y,84,1,30,N,1,1354,0,0,0,0,0,0,0,0,0,0,Y,BA,ITABUNA,JACANA,Y,84,0,9,2,NULL,NULL,0,0,0,0,1,N,30,456,456,0
13357,C,5,Web,0,1,F,4,0,0,SP,GUARAREMA,1,SP,MOGI DAS CRUZES,JARDIM ESPERANCA,Y,5,1,30,N,1,1357,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,2,N,52,874,874,0
13358,C,10,0,0,1,M,2,2,0,MG,X X,1,MG,IBIRITE,VL ROSARIO,Y,29,1,NULL,N,1,790,0,0,0,0,0,0,1,1,0,0,Y,MG,CONTAGEM,CID INDUSTRIAL,Y,29,0,9,2,11,NULL,0,0,0,0,2,N,34,324,324,0
13359,C,25,Web,0,1,M,2,0,0,BA,Serra Preta,1,BA,Salvador,Tancredo Neves,Y,81,1,20,N,1,430,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,50,412,412,1
13360,C,15,0,0,1,F,1,0,0,BA,POCOES,1,BA,POCOES,CENTRO,Y,90,1,0,N,1,500,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,2,N,29,452,452,0
13361,C,10,Web,0,1,F,2,1,0,BA,PARAMIRIM,1,BA,PARAMIRIM,CENTRO,Y,90,1,1,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,2,N,20,461,461,1
13362,C,20,Web,0,1,F,1,0,0,PI,ANTONIO ALMEIDA,1,PI,PORTO ALEGRE,CENTRO,Y,114,1,10,N,1,460,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,32,648,648,0
13363,C,10,Web,0,1,M,3,1,0,RS,CANGUCU,1,RS,PELOTAS,SITIO FLORESTA,Y,58,1,1,N,1,443,0,0,0,0,0,0,0,0,0,0,Y,RS,PELOTAS,CENTRO,Y,58,0,9,5,NULL,NULL,0,0,0,0,7,N,36,960,960,0
13364,C,5,0,0,1,F,2,3,0, , ,0,BA,SALVADOR,PERPERI,Y,81,1,0,N,1,381,0,0,1,0,0,0,1,1,0,1,Y,BA,SALVADOR,BROTAS,N, ,0,9,2,11,0,0,0,0,0,7,N,46,407,407,0
13365,C,5,Web,0,1,F,1,1,0,AL,MAJOR IZIDORO,1,PE,GARANHUNS,SANTO ANTONIO,Y,111,1,30,N,1,351,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,75,552,552,0
13366,C,10,Web,0,1,F,1,0,0,RN,AREIA BRANCA,1,RN,Mossoro,BOM JARDIM,Y,105,1,10,N,1,350,0,0,0,0,0,0,0,0,0,0,Y,MS,Campo Grande,Guanandi,Y,105,0,9,2,NULL,NULL,0,0,0,0,1,N,51,596,596,0
13367,C,10,Web,0,1,M,1,0,0,GO,AURILANDIA,1,GO,PARAUNA,PONTE PEDRA,Y,69,5,6,N,1,373.82,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,67,759,759,0
13368,C,5,Web,0,1,M,1,0,0,RS,VIAMAO,1,RS,Viamao,Santa Isabel,Y,54,1,40,N,1,670,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,40,944,944,1
13369,C,15,0,0,1,F,2,0,0,BA,BRUMADO,1,BA,ITABUNA,NOVA ITABUNA,Y,84,1,3,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,5,0,0,0,0,0,0,1,N,48,456,456,0
13370,C,10,0,0,1,F,2,0,0,SP,ILHA MADEIRA,2,SP,Santana de Parnaiba,Jardim Rancho alegre,Y,5,1,20,N,0,440,0,1,1,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,62,651,651,0
13371,C,15,Carga,0,1,M,2,1,0,MG,betim,1,MG,BETIM,SAO LUIZ,Y,29,1,1,N,1,951,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,11,NULL,0,0,0,0,1,N,62,320,320,0
13372,C,10,Carga,0,1,F,4,0,0,SP,BIRIGUI,1,SP,BIRIGUI,JD DO TREVO,N, ,1,1,N,1,352,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,1,11,NULL,0,0,0,0,1,N,78,162,162,0
13373,C,25,0,0,1,F,1,1,0,PA,CODO,1,PA,ANANIDEUA,COQUEIRO,Y,117,1,5,N,0,600,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,4,0,0,0,0,0,0,1,N,50,670,670,1
13374,C,10,Web,0,1,F,2,0,0,RO,ROLIM DE MOURA,1,RO,ROLIM DE MOURA,BOA EPERANCA,Y,77,1,19,N,1,525,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,19,789,789,0
13375,C,25,0,0,1,F,2,0,0,RJ,Espirito Santo,1,RJ,Sao Goncalo,Rio do Ouro,Y,20,1,28,N,0,700,0,0,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,2,5,0,0,0,0,0,0,1,N,55,247,247,0
13376,C,25,Web,0,1,F,2,3,0,SE,TOBIAS BARRETO,1,PE,Carpina,Caja,Y,97,1,22,N,1,200,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,24,558,558,0
13377,C,10,0,0,1,F,2,4,0,BA,AURELINO LEAL,1,BA,AURELINO LEAL,CENTRO,Y,84,1,3,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,4,0,0,0,0,0,0,1,N,25,456,456,0
13378,C,10,Web,0,1,F,2,0,0,RN,SANTANA DO MATOS,1,RN,Parnamirim,Jardim Planalto,Y,105,1,NULL,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,60,591,591,0
13379,C,5,Web,0,1,F,4,1,0,CE,FORTALEZA,1,CE,Fortaleza,Edson Queiroz,N, ,1,5,N,1,350,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,7,N,77,608,608,1
13380,C,25,Web,0,1,F,2,0,0,MS,Campo Grande,1,MS,Campo Grande,Vila Santo Eugenio,Y,75,NULL,NULL,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,11,NULL,NULL,NULL,0,0,0,0,1,N,36,790,790,0
13381,C,25,0,0,1,F,2,2,0,BA,SALVADOR,1,BA,JUAZEIRO,COUNTRY CLUB,Y,85,1,1,N,1,3000,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,11,4,11,NULL,0,0,0,0,1,N,56,489,489,0
13382,C,20,Carga,0,1,F,2,2,0,RS,Butia,1,RS,BUTIA,SAO JOSE,Y,54,1,1,N,1,202.98,0,0,0,0,0,0,0,0,0,0,Y,RS,BUTIA,CENTRO,N, ,0,9,2,11,NULL,0,0,0,0,1,N,52,967,967,1
13383,C,10,Web,0,1,M,2,0,0,PE,SERRITA,1,CE,BARBALHA,CIROLANDIA,Y,112,1,5,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,50,631,631,0
13384,C,1,Web,0,1,F,5,0,0,BA,Mata De Sao Joao,1,BA,salvador,Boca Do Rio,Y,81,1,16,N,1,409,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,1,N,68,417,417,1
13385,C,10,0,0,1,M,2,0,0,PA,RIO DE JANEIRO,2,RJ,RIO DE JANEIRO,PACIENCIA,Y,20,1,25,N,1,200,750,1,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,49,235,235,0
13386,C,15,Web,0,1,F,2,2,0,BA,MACARANI,1,BA,VITORIA DA CONQUISTA,CIDADE MARVILHOSA,N, ,1,6,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,4,NULL,NULL,0,0,0,0,1,N,47,450,450,0
13387,C,10,Web,0,1,F,1,0,0,BA,BRUMADO,1,MG,UBERLANDIA,JARDIM EUROPA,Y,32,1,6,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,66,384,384,1
13388,C,10,Web,0,1,F,1,1,0,MS,DOURADOS,1,MS,CAMPO GRANDE,vila jaci,Y,75,1,14,N,1,800,0,0,1,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,41,790,790,1
13389,C,15,Web,0,1,F,1,0,0,RJ,rio de janeiro,1,RJ,RIO DE JANEIRO,REALENGO,Y,20,2,1,N,1,600,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,2,11,NULL,0,0,0,0,1,N,48,217,217,0
13390,C,1,0,0,1,M,2,1,0,RS,PORTO ALEGRE,1,RS,Porto Alegre,Restinga,Y,54,4,10,N,1,1145,0,0,0,0,0,0,1,1,40000,1,Y,RS,PORTO ALEGRE,RESTINGA,Y,54,0,9,2,0,0,0,0,0,0,1,N,29,917,917,1
13391,C,10,Web,0,1,F,4,2,0,PR,ipiranga,1,PR,guarapuava,industrial,N, ,1,18,N,1,350,0,0,0,0,0,0,0,0,0,0,Y,PR,guarapuava,centro,Y,41,0,9,1,NULL,NULL,0,0,0,0,1,N,57,850,850,0
13392,C,25,Web,0,1,F,5,0,0,PE,RECIFE,1,PE,Cabo de Santo Agostinho,COHaB,Y,97,1,NULL,N,1,297,0,0,1,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,38,545,545,0
13393,C,25,Web,0,1,F,6,0,0,RN,NATAL,1,RN,Natal,alecrim,Y,105,1,10,N,1,565,0,1,0,0,0,0,0,0,0,0,Y,RN,NATAL, ,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,31,590,590,1
13394,C,10,Web,0,1,F,6,2,0,PE,LAGOA DO ITAENGA,1,SP,GUAIANASES,VILA IOLANDA II,Y,5,1,3,N,1,453,0,0,0,0,0,0,0,0,0,0,Y,SP,SAO PAULO,MORUNGABA,Y,5,0,9,2,9,4,0,0,0,0,1,N,25,847,847,0
13395,C,5,Web,0,1,M,6,3,0,PA,IRITUIA,1,PA,TUCURUI,NOVA CONQUISTA,Y,120,0,2,N,1,505,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,120,0,9,2,NULL,NULL,0,0,0,0,1,N,31,684,684,1
13396,C,10,Web,0,1,M,2,0,0,SC,MARAVILHA,1,SC,ABLUMENAU,TESTO SALTO,Y,48,1,3,N,1,850,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,39,890,890,1
13397,C,20,Web,0,1,M,2,0,0,BA,CORRENTINA,1,GO,RIO VERDE,PARQUE BANDEIRANTES,N, ,2,2,N,1,1097.06,0,0,0,0,0,0,0,0,0,0,Y,GO,RIO VERDE,VILA AMALIA II,N, ,0,7,2,NULL,2,0,0,0,0,2,N,47,759,759,1
13398,C,10,0,0,1,M,2,0,0,PR,MARIL DO SUL,1,SP,Cotia,agua Espraiada (Caucaia do alto),Y,5,4,17,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,2,0,0,0,0,0,0,2,N,30,672,672,0
13399,C,10,Web,0,1,F,1,0,0,BA,itabela,1,BA,itabela,centro,Y,84,1,5,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,24,458,458,0
13400,C,10,Web,0,1,F,1,1,0,ES,COLATINA,1,ES,Colatina,ayrton Senna,Y,25,1,2,N,1,300,0,1,0,0,0,0,0,0,0,0,Y,ES,Colatina,Moacir Brotas,Y,25,0,9,2,NULL,NULL,0,0,0,0,1,N,27,297,297,0
13401,C,10,Web,0,1,F,2,1,0,BA,SENHOR DO BONFIM,1,BA,SENHOR DO BONFIM,SAO JORGE,N, ,1,15,N,1,517,0,0,0,0,0,0,0,0,0,0,Y,BA,SENHOR DO BONFIM,CENTRO,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,45,489,489,1
13402,C,15,Web,0,1,M,2,0,0,SP,ITIRAPINA,1,SP,ITIRAPINA,VILA SANTA CRUZ,Y,18,1,2,N,1,601,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,41,135,135,0
13403,C,10,Web,0,1,F,1,0,0,BA,SALVADOR,1,RS,sapucaia do sul,jardim europa,Y,54,1,0,N,1,626,0,0,1,0,0,0,1,1,0,0,Y,RS,CANOAS,SAO LUIZ,Y,54,0,9,2,NULL,NULL,0,0,0,0,1,N,40,932,932,0
13404,C,25,Web,0,1,F,1,0,0,SP,Aragatuba,1,SP,Aracatuba,Sao Sebastiao,Y,16,NULL,0,N,1,800,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,33,160,160,0
13405,C,15,Web,0,1,F,4,0,0,MT,CUIABA,1,MT,CUIABA,CPA II,Y,71,1,18,N,1,246,400,0,0,0,0,0,0,0,70000,0,N, ,NULL,NULL,N, ,0,3,1,NULL,NULL,0,0,0,0,1,N,73,780,780,0
13406,C,1,Web,0,1,M,2,0,0,RN,NOVA CRUZ,1,RN,Natal,quintas,N, ,1,3,N,1,875,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,71,590,590,0
13407,C,1,0,0,1,M,2,1,0,RS,ITAQUI,1,RS,ITAQUI,DR AYUB,Y,62,1,1,N,1,427,0,0,0,0,0,0,0,0,0,0,Y,RS,ITAQUI, ,Y,62,0,11,5,11,NULL,0,0,0,0,1,N,25,976,976,0
13408,C,10,Web,0,1,M,2,0,0,PB,joao pessoa,1,PB,joao pessoa,ernesto geisel,Y,103,NULL,NULL,N,1,1412,0,0,0,0,0,0,0,0,0,0,Y,PB,joao pessoa,cid universitaria,Y,103,0,NULL,NULL,11,NULL,0,0,0,0,1,N,43,580,580,0
13409,C,15,Web,0,1,F,1,0,0,MA,AGAILANDIA,1,MA,ITINGA DO MARANHAO,VILA SAMUEL,Y,126,5,11,N,1,422,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,25,659,659,0
13410,C,20,Web,0,1,F,2,0,0,SP,SAO PAULO  SP,1,SP,CAIEIRAS,JD VICTORIA,N, ,1,22,N,1,700,0,1,1,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,53,770,770,1
13411,C,1,0,0,1,M,1,0,0,CE,QUIXADA,1,CE,QUIXADA,TRIANGULO,Y,112,1,0,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,1,N,28,639,639,0
13412,C,25,0,0,1,F,3,0,0,MA,VITORIA DO MIARIM,1,CE,Fortaleza,Serrinha,Y,107,1,30,N,0,700,0,1,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,4,0,0,0,0,0,0,1,N,46,607,607,0
13413,C,25,0,0,1,F,2,1,0,PE,parnamirim,1,PE,PETROLINA,DOM AVELAR,Y,111,1,5,N,0,532,0,0,0,0,0,0,1,1,6000,1,N, ,NULL,NULL,N, ,0,2,4,0,0,0,0,0,0,1,N,47,563,563,0
13414,C,25,Web,0,1,F,2,0,0,SP,SPAULO,1,SP,Sao Paulo,Cidade Kemel,Y,5,1,NULL,N,1,800,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,13,NULL,NULL,NULL,0,0,0,0,1,N,18,813,813,1
13415,C,25,0,0,1,M,2,0,0,SP,magda,1,SP,Sao Jose do Rio Preto,Residencial Gabriela,Y,15,1,0,N,0,685,0,0,0,0,0,0,1,1,0,1,Y,SP,santo antonio de posse,rodovia,Y,18,0,9,5,0,0,0,0,0,0,1,N,54,150,150,0
13416,C,10,0,0,1,M,2,2,0,PR,IPIRANGA,1,PR,Ponta Grossa,VILA ISBEL,Y,41,1,8,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,57,840,840,0
13417,C,25,Web,0,1,F,1,0,0,BA,CASA NOVA,1,BA,CASA NOVA,SANTANA DO SOBRADO,Y,85,1,9,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,3,NULL,NULL,0,0,0,0,1,N,27,473,473,0
13418,C,5,Web,0,1,F,1,0,0,PA,PARAGOMINAS,1,PA,Paragominas,Uraim,Y,117,NULL,NULL,N,1,592,0,0,0,0,0,0,0,0,0,0,N,PA,PARAGOMINAS,CENTRO,Y,117,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,30,686,686,1
13419,C,10,0,0,1,F,1,0,0,MG,COROACI,1,MG,IPATINGA,ESPERANCA,Y,29,1,23,N,1,689,0,1,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,5,0,0,0,0,0,0,1,N,48,351,351,0
13420,C,15,Web,0,1,M,7,0,0,PI,ALTOS,1,MA,Imperatriz,JUCARA,N, ,1,30,N,1,646,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,65,659,659,1
13421,C,25,0,0,1,M,2,3,0, , ,0,MG,PAPAGAIO,CENTRO,Y,38,1,0,N,1,1006,0,0,0,0,0,0,0,0,0,1,Y,MG,PAPAGAIO,CENTRO,Y,38,0,7,2,11,0,0,0,0,0,2,N,54,356,356,0
13422,C,5,Web,0,1,M,3,0,0,RS,GRAVATAI,1,RS,Porto Alegre,Sarandi,N, ,1,53,N,1,210,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,65,911,911,0
13423,C,5,0,0,1,F,2,0,0,SP,BARUERI,1,SP,Osasco,Novo Osasco,Y,5,1,32,N,0,642,0,1,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,53,604,604,1
13424,C,5,0,0,1,F,1,0,0,RN,SERRA DE SAO BENTO,1,RN,NATAL,DIXSEPT ROSADO,Y,105,1,22,N,0,501,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,2,0,0,0,0,0,0,1,N,45,590,590,0
13425,C,15,0,0,1,F,7,0,0,RJ,RIO DE JANEIRO,1,RJ,Rio de Janeiro,Campo Grande,Y,20,1,10,N,1,350,500,1,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,67,230,230,0
13426,C,10,Carga,0,1,M,2,5,0,CE,fortaleza,1,CE,FORTALEZA,ALTO DA BALANCA,Y,107,1,1,N,1,487,0,0,0,0,0,0,0,0,0,0,Y,CE,FORTALEZA,LAGOA REDONDA,Y,107,0,9,2,11,NULL,0,0,0,0,1,N,40,608,608,0
13427,C,5,0,0,1,F,4,0,0, , ,0,BA,SALVADOR,CAJAZEIRAS,N, ,1,0,N,1,299,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,11,1,11,0,0,0,0,0,1,N,72,413,413,1
13428,C,25,0,0,1,F,1,1,0,RS,CAMPO BOM,1,RS,NH,CANUDOS,Y,54,1,2,N,0,474,0,0,0,0,0,0,1,1,0,1,Y,RS,NH,CANUDOS,N, ,0,9,5,0,0,0,0,0,0,1,N,19,933,933,0
13429,C,10,0,0,1,F,1,0,0,AC,SAO APULO,1,PB,JOAO PESSOA,MANGABEIRA VIII,Y,103,1,NULL,N,1,247,0,0,0,0,0,0,1,1,0,0,N, ,NULL,NULL,N, ,0,11,5,11,NULL,0,0,0,0,1,N,60,580,580,1
13430,C,20,0,0,1,F,1,0,0,SP,SAO PAULO,1,SP,TAQUARIVAI,CENTRO,Y,13,1,2,N,0,400,0,0,0,0,0,0,1,1,0,1,Y,SP,TAQUARIVAI,CENTRO,Y,13,0,9,2,0,0,0,0,0,0,2,N,28,184,184,0
13431,C,10,0,0,1,F,2,0,0,PA,BARCARENA,1,PA,Belem,Pedreira,Y,117,1,5,N,1,1000,0,0,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,4,0,0,0,0,0,0,1,N,63,660,660,1
13432,C,25,Web,0,1,F,4,0,0,SP,amparo,1,SP,AMPARO,SANTA MARIA,N, ,1,1,N,1,540,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,37,139,139,1
13433,C,25,Web,0,1,F,1,0,0,SP,SAO JOAQUIM DA BARRA,1,SP,SAO JM DA BARRA,JOAO MATTARAIA,Y,14,NULL,NULL,N,1,350,0,0,0,0,0,0,0,0,0,0,N,SP,SAO JOAQUIM DA BARRA,CENTRO,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,19,146,146,0
13434,C,15,0,0,1,M,2,0,0,PA,BELEM,1,PA,ANANINDEUA,AURA,Y,117,1,9,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,1,N,54,670,670,0
13435,C,5,0,0,1,F,1,0,0,RS,BARROS CASSAL,1,RS,Sapucaia do Sul,Jardim,N, ,1,30,N,1,516,0,0,0,0,0,0,1,1,90000,1,N, ,NULL,NULL,N, ,0,9,1,11,0,0,0,0,0,1,N,59,932,932,0
13436,C,10,0,0,1,M,1,0,0,PE,ouricuri,1,PE,petrolina,dom avelar,Y,111,1,15,N,1,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,29,563,563,0
13437,C,10,Web,0,1,M,2,3,0,PE,RECIFE,1,PE,RECIFE,AREIAS,Y,97,1,39,N,1,1561,0,1,1,0,0,0,0,0,0,0,Y,PE,RECIFE,DERBY,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,39,500,500,0
